,A1E959,O00626,O14793,O43895,O60240,O60635,O95994,P01591,P05783,P07585,P08727,P10721,P14136,P14210,P18627,P19429,P24387,P29017,P35225,P42785,P43629,P51531,P52823,P55259,Q8IU54,Q8TD06,Q92820,Q969V3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NZV1,Q9P0M4,Q9UGM5,Q9UHF4,Q9Y3P8,Q9Y653
185,0.3407,-2.2721,-3.089,-2.6768,-0.1992,-0.1887,4.2575,-1.2771,1.05,-1.9764,3.7452,-2.8861,-1.1968,0.1667,0.439,-3.5957,-2.5055,-2.8371,-0.5185,-1.7231,-2.248,-0.0336,1.4992,3.0477,2.3626,-0.8248,-1.9973,-0.3018,-2.1226,-2.077,0.1323,-1.4744,-0.5409,0.9227,-3.3407,-0.5215,0.3783,0.2318
186,0.1523,-0.5318,-3.2283,-4.5118,3.0086,-0.564,1.0653,-0.44,0.4965,0.3794,2.9714,-3.0361,0.9134,-0.0455,2.5342,-0.2309,-1.8884,-2.7414,-0.4739,-2.0479,-2.2218,0.5716,2.4421,0.32,2.6758,-0.5804,-1.6436,-0.5972,-2.1951,-1.9136,-0.2826,0.9968,-0.4404,2.8034,-2.5192,-0.5159,0.6084,-1.1193
187,-0.1026,-0.1594,-2.7811,-2.6635,-0.1542,-0.6915,1.6459,-2.3645,-0.4824,-1.161,2.4895,-2.5885,0.1918,-0.5298,-0.0113,-3.4272,-1.6455,-2.6217,-0.4496,-2.3021,-1.4207,-0.2092,-0.3654,-1.1949,1.7694,-0.3304,-0.8573,-0.2053,-2.0196,-1.8321,-0.0805,-0.4222,-0.9595,-1.1919,-1.1372,-0.6145,0.3066,-2.1545
188,-0.9901,-0.6925,-2.7266,-3.0443,1.9839,-0.4765,-0.2367,-1.2211,-0.9291,-0.61,-0.0571,-1.5292,-0.4435,-0.2156,0.1978,0.3128,-2.4465,-1.8535,-0.7259,-2.4474,-0.7,0.0329,1.3189,-0.1633,-0.5992,-0.0787,-2.2302,0.0705,-1.5087,-2.2011,-0.1351,-1.1174,-0.1016,-0.2053,-3.0868,-0.7299,1.1578,0.0054
189,-0.6036,-1.4469,-2.2012,-4.0739,-0.517,-0.6271,-1.5645,-1.4713,-2.8852,-2.0074,-1.5783,-2.669,-1.1756,-1.7486,-0.8633,-2.678,-2.9436,-2.3864,-0.3003,-2.4707,-1.961,0.1942,-1.3178,-2.4301,1.3953,-0.6285,-1.2983,-0.3116,-2.0186,-2.2233,0.0704,-1.2521,-1.3933,-1.961,-1.5045,-0.6914,0.2067,-2.1215
190,-0.6948,-0.7433,-2.5184,-4.6616,-0.2156,-0.5892,-0.5437,-3.0648,-0.0916,-1.6852,1.5082,-2.4403,0.2499,-0.5207,-1.2908,-3.0108,-1.823,-2.2993,-0.5426,-1.53,-2.2987,0.2073,-0.4685,-1.8664,-0.6694,-0.6541,-0.5005,-0.0859,-1.3806,-2.5521,0.2958,-1.1657,-1.2839,0.0944,-1.3834,-0.3575,-0.0724,-1.9788
191,-0.4528,-1.2841,-3.6982,-4.6585,-0.5068,-0.4078,0.2014,-0.7551,0.0962,-1.9847,1.2012,-2.6928,0.0227,-1.1955,-0.0442,-2.8488,-2.2101,-2.7832,-0.3463,-1.9479,-0.5508,-0.4091,-0.5552,-0.9189,1.8952,-0.8818,-1.1266,-0.2866,0.3302,-2.5674,-0.4321,0.2195,-0.9117,-2.3472,-1.5485,-0.7008,0.3264,-1.1604
192,-0.4695,-0.8999,-2.4462,-3.9078,-0.2794,-0.2667,-1.5901,-1.7155,-2.1637,-2.5552,-0.8201,-2.2158,-0.6521,-1.2335,-0.369,-3.5006,-2.1875,-2.6784,-0.9338,-1.9814,-2.1715,-0.238,-1.2434,-2.1221,1.4791,-0.8473,-2.065,-0.6063,-1.6812,-2.5683,-0.7325,-1.6256,-1.5306,-0.4336,-2.1395,-0.9325,0.5804,-2.2373
193,-0.4637,-0.4141,-2.0103,-1.3987,-0.2818,-0.4148,-0.2339,-0.6001,0.3875,-0.9791,0.798,-2.2188,-1.0108,-0.2873,0.4551,-3.3662,-2.08,-2.5808,-0.2021,-1.6642,-2.2017,0.2425,-0.1226,-1.294,2.4445,-0.6815,0.0917,-0.6132,-1.7541,-2.2583,0.6027,0.0675,-0.6312,-0.1493,-1.5385,-0.5183,0.414,-1.0166
194,-1.6355,-0.9691,-2.8387,-2.207,0.065,-0.5096,1.2051,-0.831,-0.6067,-2.1885,1.0998,-2.3762,-0.7625,-0.6588,1.0231,-2.7795,-1.338,-2.7426,-0.8055,-2.2524,-1.0319,-0.649,-0.061,-1.1075,1.4364,-0.7075,-0.8505,-0.4856,-1.4934,-1.8954,0.2737,-0.0953,-0.7716,0.0749,-0.4244,-1.444,1.3641,-1.5974
195,0.1919,-2.1108,-2.4171,-3.311,-0.3762,-0.3998,2.5147,-0.8238,-1.4694,-0.7779,-0.1394,-2.3658,-0.0346,0.5967,-0.1645,-1.9619,-2.7133,-2.8335,-0.7514,-1.7765,-3.29,0.2941,-0.4417,-0.3335,-0.2653,-0.9479,-1.6558,-0.5417,-1.4016,-1.8006,2.7214,-0.645,-1.1875,1.0072,-2.6796,-0.3384,1.039,-0.0822
196,-0.5556,-1.1557,-3.0491,-3.4244,-0.1083,-0.8124,0.5959,-1.7246,-0.4141,-2.2819,1.2102,-2.9691,-0.9749,-0.0207,-0.204,-2.504,-0.9444,-2.8396,-0.4109,-1.5691,-1.9141,0.4063,-1.4646,-1.3195,1.3471,-0.7007,-1.0921,-0.2906,-1.474,-1.0906,-0.2049,-1.0594,-1.4424,-0.7116,-2.2536,-0.8115,0.882,-1.3129
197,-0.786,-1.2356,-2.6566,-4.5702,-0.17,-0.4451,0.3316,-0.7922,-1.8422,-1.7354,-0.3672,-2.024,-0.0315,-0.0508,-1.1362,-1.9426,-2.7734,-2.4055,-0.7169,-2.5301,-2.1883,0.1901,-0.3718,-0.6935,-1.0796,-1.382,-2.0346,-0.7495,-2.0103,-1.4595,-0.5971,-0.1851,-1.0916,-0.6987,-2.7349,-0.4897,0.0429,-1.8599
198,-0.5738,-0.8374,-3.7348,-2.9028,-0.5594,-0.8196,-0.5512,-0.5967,-0.4474,-2.3053,-0.365,-1.9375,-0.1153,-1.9214,0.1899,-2.7087,-2.0425,-2.6442,-0.2771,-1.98,-2.215,0.3327,-0.7689,-2.2084,1.4558,-0.8388,-0.7735,-0.089,-1.2349,-2.7466,0.0981,-0.8883,-1.126,-1.1718,-1.2191,-1.1773,0.96,-2.0619
199,-0.8304,-1.9701,-2.0398,-4.0682,-0.1412,-0.3911,0.8041,-1.7608,-1.6053,-1.9267,0.2889,-2.851,-1.0597,-1.077,0.1509,-3.1013,-1.9555,-2.4671,-0.5287,-1.4089,-0.5844,-0.0257,-0.5585,-1.686,0.8739,-0.3643,-0.8521,-0.4678,-1.6803,-1.9791,0.2459,-0.5015,-1.4846,-1.1687,-1.2444,-1.0652,0.675,-3.3895
200,-0.8848,-1.8693,-2.4207,-2.5046,-0.337,-0.4731,-2.3967,-0.4955,-2.6816,-2.4416,-2.8218,-2.6997,-1.3903,-1.2323,-1.1547,-2.6473,-3.0751,-2.0021,-0.4675,-2.4241,-2.1502,0.418,-1.4197,-1.2227,0.9452,-1.0249,-1.6734,-0.1313,-2.2288,-2.2351,-0.0239,-0.6246,-1.4101,-1.7661,-2.0925,-0.6656,0.6439,-1.5023
201,-0.2434,-1.2439,-1.4502,-2.3468,-0.2912,-0.3805,-0.0016,-0.4393,-1.1441,-1.9225,0.272,-2.3379,-0.7961,-1.1637,0.2501,-2.7088,-1.8143,-2.6475,-0.7508,-2.2924,-2.7891,-0.4127,-1.039,-0.6734,2.7236,0.0917,-0.9818,-0.6727,-1.5739,-1.717,-0.3132,0.1231,-1.0795,-0.9532,-2.5553,-0.6892,1.0513,-2.1389
202,-0.6662,-1.842,-2.5329,-3.6374,-0.2898,-0.5498,-0.0272,-1.9185,-0.8225,-1.8646,0.5298,-2.5734,-0.6377,-1.2188,0.5963,-3.2108,-1.8938,-2.6952,-0.5431,-2.1348,-2.1341,-0.4845,-0.0838,-1.9877,2.6078,1.3027,1.4406,-0.2437,-2.1094,-2.0939,-0.1239,-1.2959,-0.9859,-1.9706,-1.295,-0.76,0.6325,-2.4532
203,-0.5602,-2.9697,-3.3239,-3.2908,0.0951,-0.1674,0.3525,-3.8439,1.0968,-0.6369,1.6266,-3.6822,-0.3354,-0.8595,0.7475,-2.3413,-2.303,-2.8237,-0.2169,-2.6991,-2.6802,0.4973,-0.9221,4.0274,0.3449,1.0057,-1.5371,-0.4612,-1.8517,-2.734,-0.3213,-0.6406,-0.2841,1.1923,-2.9331,-0.718,1.2496,-2.691
204,-0.6695,-0.5136,-3.6388,-4.6464,-0.1919,-0.5747,-0.254,-1.7783,-1.3417,-1.2349,-0.4849,-2.5181,-0.4408,-1.3909,1.4174,-3.1532,-2.1551,-2.5827,-0.2127,-1.9208,-0.35,0.2448,-0.2801,-1.713,2.1524,-2.164,-0.8749,-0.6967,-1.6594,-2.2916,-0.0983,-1.0462,-0.8339,-0.5128,-2.3298,0.0477,0.3873,1.3561
205,-1.2375,-1.1454,-3.0381,-1.0686,-0.0549,-0.6316,-1.9396,-1.0599,-0.566,-1.7602,-0.6938,-2.2947,-1.6611,-0.5345,0.0446,-2.7786,-1.9883,-2.6859,-0.4656,-1.1613,-1.2695,-0.1632,0.6007,-1.9656,1.0624,-1.7308,-0.509,-0.3485,-1.645,-1.6133,-0.3542,-1.2337,-0.9085,-1.3018,-2.158,-0.6111,0.8137,-1.7102
206,-0.2533,-1.0848,-2.7742,-4.1214,-0.4659,-0.5231,0.7788,-1.1665,0.0348,-1.9677,2.0517,-3.1431,-0.699,-0.4199,-0.5289,-2.9943,-1.9797,-2.8217,-0.4246,-2.2707,-1.3737,0.4667,-0.8075,-1.1185,0.6333,-0.7965,-1.7466,0.1171,-1.4657,-2.8516,0.1386,-0.9397,-1.022,-0.6518,-2.9668,-0.7834,1.3726,-0.2482
207,-0.452,-1.2328,-3.0276,-4.6656,0.0883,-0.562,4.0838,-1.2004,0.8892,-0.3699,4.6708,-1.9718,-0.4811,0.023,0.6561,-2.6347,-3.3001,-2.5957,-0.4902,-2.1147,-2.4524,0.1434,0.8774,6.0037,3.1311,2.5351,-1.9204,-0.3292,-1.9008,-2.3855,0.435,-0.9157,-0.0792,0.146,-2.2602,-0.6922,0.0362,1.3828
208,-1.002,-1.4222,-1.7396,-1.4009,-0.2993,-0.8339,1.3806,-2.9537,-0.6119,-1.3826,1.5612,-2.5497,-0.7525,-0.9152,-0.2494,-2.4411,-2.3644,-2.7767,-0.8386,-3.1578,-2.0419,-0.054,-0.2362,2.2262,2.4901,-0.0442,-0.5584,-0.6875,-1.6791,-2.3855,-0.4758,-0.4642,-1.0278,-1.8198,-2.1239,-1.1878,0.2125,-1.6762
209,0.7377,-1.0024,-2.5144,-3.7325,0.7314,-0.7159,0.5852,-1.802,-1.9098,-2.5529,0.2864,-2.1682,-0.8904,-1.2643,-0.3745,-3.6464,-2.4245,-2.8514,-0.652,-2.5108,0.2299,0.1544,-1.1716,0.4152,3.0686,-1.5773,-1.8637,-0.4029,-1.3473,-2.0721,0.1737,-0.5767,-1.1708,-1.6364,-2.4361,-1.1569,0.0261,-1.9502
210,-0.2502,-1.4028,-1.4151,-4.8828,-0.1021,-0.6415,0.5079,-1.669,-0.6601,-1.3865,0.5518,-2.2739,-1.4545,-0.7258,-0.1474,-2.6642,-2.2489,-2.2683,-0.5918,-2.6997,-1.8215,-0.442,0.1072,-0.8722,2.1872,0.0758,-1.4165,-0.407,-2.3873,-1.6949,0.5197,-0.1872,-0.8494,-1.1047,-2.0471,-0.7992,0.8963,-1.3141
211,-0.824,-0.8666,-2.5767,-0.4583,-0.4029,-0.5845,-1.5361,-1.7171,-2.5902,-1.2478,-1.4268,-1.8775,-1.7148,-0.1127,-0.5546,-0.0782,-2.567,-2.1981,-0.2743,-1.9128,-1.7679,0.8053,1.1996,0.3339,0.0293,-1.0527,-1.5842,-0.068,-1.6645,-2.6346,0.5891,-1.0973,-0.9422,-1.5249,-2.7514,-0.3028,2.0089,-2.0374
212,-0.9208,-1.509,-1.7028,-5.2316,0.9675,-0.595,2.5933,-1.0406,0.1592,-1.4662,2.1315,-2.3468,-1.0023,-0.3559,-0.0412,-3.1988,-2.0396,-2.9087,0.2982,-1.9121,-2.0896,0.2012,0.5521,-0.1436,2.8981,-0.5448,-0.4186,-0.5137,-1.6357,-1.7598,-0.3305,0.2683,-0.3706,-0.2048,-1.6875,-1.0806,0.343,-1.5841
213,-0.388,-0.9724,-2.3326,-2.5003,0.1217,-0.4744,-0.1735,-0.0174,-0.617,0.0562,0.3907,-2.2768,0.0635,-0.5345,0.8393,-2.7781,-2.0399,-2.4282,-0.4458,-1.8824,-1.6095,0.5137,-0.3198,-0.3392,1.907,1.0466,-1.4605,-0.2942,-1.4466,-2.7251,0.0917,-0.4377,-0.7901,1.0674,-2.0634,-0.4685,0.068,-1.8495
214,-0.8701,-0.9861,-2.4154,-3.2244,-0.5818,-0.3995,-0.2426,-1.5035,-0.5401,-3.117,-0.0682,-2.4543,-1.5555,-1.2412,-0.1451,-3.9396,-2.1944,-2.9024,-0.8329,-2.1736,-1.496,0.3993,-0.9474,-1.9127,2.1551,0.3691,-1.0864,-0.078,-1.7191,-2.7316,0.0131,-0.6226,-1.9468,-1.8769,-1.7082,-1.3827,1.2723,-2.3257
215,-0.1646,-0.1081,-2.4747,-4.3645,-0.4206,-0.2898,-1.9738,-1.8389,-1.6294,-1.9958,-0.4441,-1.8857,-1.1417,-1.9279,0.2138,-3.4662,-2.7546,-2.6429,-0.5631,-2.3763,-2.2788,-0.1537,-1.2171,-0.9349,2.086,0.1425,-1.1408,-0.4597,-1.1758,-2.5437,-0.1138,-0.8964,-1.5394,-1.7206,-1.2278,-1.0646,0.6752,-2.1518
216,-0.5142,-0.5725,-1.6602,-3.5983,-0.125,-0.431,-0.2994,-0.6293,-2.8711,-2.2149,-0.8834,-1.5826,-1.3092,-2.5203,-0.1915,-2.3473,-2.399,-1.9844,-1.0166,-2.1769,-2.5814,0.0303,-0.6925,-0.9349,1.1049,-0.4566,-0.8759,-0.2449,-1.6537,-2.2097,-0.3888,-1.5775,-1.2165,-2.3948,-1.569,-1.3247,0.9434,-1.8051
217,0.8995,-2.5245,-2.6804,-1.933,-0.2426,-0.2308,-2.7661,-0.963,-0.8465,-1.9175,-0.2661,-2.96,-0.8775,-1.1749,0.3311,-3.089,-1.8085,-2.3254,-0.3958,-1.5084,-0.5525,-0.4483,-1.0519,-1.3226,1.5912,0.3757,-0.6285,-0.4923,3.38,-2.6314,-0.3663,-0.4025,1.2584,-0.0627,0.1824,-0.6661,0.0231,-1.6532
218,-0.0239,-1.2858,-2.9152,-1.8771,-0.3152,-0.4885,-1.4687,-1.6498,-3.4351,-2.656,-2.2283,-3.0836,-1.4984,-2.2454,-0.8951,-3.0874,-2.6113,-2.6606,-0.4321,-2.4907,-1.5146,-0.1261,-1.4796,-2.609,1.7729,-0.1942,-1.0854,-0.1683,-1.8813,-3.188,-0.0187,-0.8864,-1.814,-1.3403,-1.8153,-1.273,0.9882,-3.0713
219,-0.6679,-1.956,-2.5549,-5.4136,-0.3882,-0.4121,-2.8447,-2.0829,-1.7607,-1.6065,-0.9677,-3.5341,-0.821,-0.8266,-0.9024,-1.6118,-2.4375,-2.9521,-0.8197,-2.9174,-1.2076,0.3127,-1.6213,-0.1068,-0.1782,-0.2167,-2.6646,0.0201,-1.5387,-2.3126,-0.2722,-1.1231,-0.8745,-0.5984,-3.1447,-0.5588,0.6166,-0.4295
220,-0.6819,-1.9408,-2.6896,-2.6027,-0.093,-0.5011,-1.942,-1.2902,-1.2497,-2.4236,-1.5938,-2.4158,-0.4761,-1.8248,-0.8111,5.1052,-4.8141,-2.6054,-0.5219,-2.8518,-1.4948,0.0552,-0.5163,-1.0168,0.2848,0.1971,-2.4183,-0.1173,-1.5613,-2.916,0.152,-0.7583,-0.8795,-2.973,-1.9943,-0.4759,0.3898,-1.725
221,-0.877,-0.1428,-2.2088,-4.5615,0.754,-0.4679,-1.6846,-0.2993,0.5659,-1.1345,-0.1744,-2.6841,0.0507,0.376,-0.1376,-3.3676,-1.1425,-2.4242,-0.2287,-1.0386,-1.0581,0.5111,-0.6588,1.2133,-0.3808,-0.3806,-0.192,-0.163,-1.2815,-1.3638,-0.0693,0.1409,-1.0773,-0.5366,-1.463,-0.5445,1.871,0.014
222,-0.1168,-0.5487,-3.4361,-4.9311,1.0584,-0.2813,1.764,-0.3305,-0.6835,0.2205,1.1433,-3.0937,0.3606,-0.4138,0.5166,0.3506,-1.8221,-2.6984,-0.5885,-2.8128,-0.0335,0.2341,1.8225,-0.869,1.4501,-0.9313,-1.4951,-0.3662,-2.0356,-2.7045,0.1123,-0.0798,-0.5628,0.6575,-3.4289,-0.3896,0.7325,-0.0208
223,-0.4826,-1.7336,-1.5534,-3.7129,-0.3271,-0.2138,0.9482,-1.1472,-0.7709,-1.6871,1.4842,-3.2192,-1.347,-1.3028,-0.2922,-0.8487,-2.4077,-2.9287,-0.5856,-2.0211,-4.0076,0.0157,-1.2969,-1.4903,2.8568,-0.2244,-1.0844,-0.4927,-1.5756,-2.0544,0.0073,-0.667,-1.1737,-0.7019,-2.2464,-0.2352,0.2327,0.266
224,-0.6252,-0.1355,-0.6723,-4.7508,-0.5141,-0.6715,-0.4588,0.2462,-1.3532,-0.261,-0.9386,-1.7525,-0.1502,0.6243,-0.1186,-1.7369,-1.792,-2.458,-0.3361,-2.2754,1.4016,0.2057,0.2181,-0.8512,-0.8881,-0.7494,-1.5926,0.3541,-1.6594,-2.3472,0.2521,-0.6664,-0.0672,0.6627,-2.2472,-0.2776,0.9048,0.6285
225,-0.5725,-1.2196,-2.6226,-5.1441,-0.2788,-0.3136,0.5369,-1.9397,-0.3895,-1.787,0.7062,-2.8011,-1.0638,-0.8601,-0.3725,-2.6226,-3.032,-2.5102,2.5078,-2.2619,-1.3703,0.2686,-0.207,1.2416,2.5654,-0.0636,-0.9635,0.7147,-2.0034,-2.3869,-0.1022,-0.9372,-1.2185,-1.6607,-2.4358,-0.2,0.8233,-1.7473
226,0.7611,-0.1361,-0.1071,-4.6296,0.9587,-0.4264,4.1653,-0.3324,1.8627,0.8885,4.8613,-2.3428,-0.0109,0.3116,1.5526,-1.6417,-0.5468,-2.787,-0.2607,-1.5465,-1.0518,1.0052,1.85,1.4402,5.8376,2.8394,-0.0228,-0.388,-1.8844,-2.4883,-0.7905,-0.1863,0.1766,2.1852,-2.0551,-0.2721,0.3072,-0.3393
227,-0.6874,-1.2102,-3.5144,-3.1269,0.1824,-0.4343,0.8998,-1.5808,-2.4228,-0.9695,-0.4097,-2.6231,-0.8144,1.3496,0.3855,-2.5467,-2.3628,-3.0394,-0.6242,-1.8433,-0.5227,-0.1185,-0.9173,1.7674,-0.0121,0.422,-1.4994,-0.3744,-1.8535,-2.3294,0.04,-0.9553,-1.1915,0.5495,-2.4369,-0.6078,2.448,-0.6117
228,-0.7826,-1.401,-1.9348,-2.154,-0.1579,-0.5479,0.0019,-1.1559,-1.512,-1.5764,0.0615,-2.7676,-1.8699,-0.9862,-0.6808,-2.8274,-2.0358,-2.3656,-0.6032,-2.366,-2.0407,0.1357,0.015,-1.3909,1.0133,-0.9061,-0.7125,-0.1851,-1.7614,-2.187,0.1727,-0.8082,-1.1172,-1.9041,-2.3416,-0.3916,0.3337,-0.3792
229,-0.7021,-0.0311,-4.1372,-3.2374,3.1996,-0.5404,-0.4898,-0.6537,1.0974,-1.2014,0.8759,-2.3891,-0.4767,0.5557,-0.5682,1.4702,-0.9751,-2.2122,-0.4354,-1.4403,-1.9842,1.0862,4.8475,-1.9408,-0.8053,0.3252,-1.0162,0.3018,-1.8182,-1.9399,0.3562,-0.2932,-1.5252,2.0649,-1.8198,-0.7786,0.2951,-1.3295
230,-0.8658,-1.0567,-2.9689,-6.0368,-0.52,2.5645,0.2485,-1.4812,-1.4695,-1.3667,0.7918,-2.893,0.0161,-0.7084,-0.2724,-2.3409,-2.1606,-3.4435,-0.407,-2.0415,-2.3328,-1.0533,0.1138,0.4009,0.6118,-0.7484,-1.1702,0.0165,-1.6095,-2.4029,-0.1692,-0.6936,-1.2551,-0.9737,-3.1919,-0.8742,0.2759,0.3587
231,-0.7216,-0.8328,-2.3796,-3.4332,-0.0089,-0.5546,3.9647,-1.9155,-0.6835,-1.7004,1.8826,-2.8779,-0.1819,-1.9738,-1.9657,-3.5048,-1.7712,-1.9901,-0.494,-2.1837,-3.2453,0.6644,-1.2688,0.7611,-0.2257,-0.33,-1.9943,-0.4345,-1.6739,-2.3295,-0.2268,0.1385,-1.1566,-0.9284,-1.4215,-0.4682,1.664,-0.9199
232,0.8823,0.0183,-3.3276,-2.1398,0.2503,-0.8264,0.3024,-0.4449,-0.0599,-2.275,1.3888,-2.5226,-0.8314,-0.2818,0.2068,-3.8091,-1.7943,-2.2006,0.183,-1.3346,-1.1347,-0.4651,0.0791,-0.804,2.2669,-0.9437,-0.0172,-0.3977,-1.7848,-2.0888,-0.0389,-0.7629,-1.4291,-1.5299,-2.0213,-0.6082,1.1383,-1.5679
233,-0.8257,-1.695,-3.2466,-4.6047,-0.4279,-0.4053,-0.0885,-0.1912,-1.9511,-0.8034,0.9492,-2.315,0.2124,-1.0734,-0.1929,1.0175,-2.8362,-2.6029,-0.9401,-3.7567,-1.5402,-0.4342,-0.1659,1.6618,1.628,-1.4792,-1.9421,-0.9338,-1.9252,-2.1905,-0.8323,-1.1884,-0.8578,-1.9186,-2.791,-0.5186,-0.4892,-1.9356
234,-0.7972,-1.1442,-2.8405,-2.9886,-0.2327,-0.1656,-1.0516,-2.2044,-1.8504,-1.6928,-1.7673,-2.5867,-0.7276,-2.37,-0.8687,-3.2377,-2.5865,-2.3327,-0.8412,-2.1763,-1.8895,0.0225,-1.5571,0.6538,1.1903,-0.5434,-1.7545,-0.2677,-1.4996,-2.4723,-0.3538,-0.8721,-1.7514,-0.909,-2.5992,-0.4332,0.1526,-2.3302
235,-0.5004,-0.9724,-3.6612,-3.235,-0.2199,0.0985,1.3507,-0.0149,0.3025,-1.3366,2.2726,-2.9082,-1.0886,0.2993,-0.4788,-2.9179,-1.3715,-3.319,1.3372,-2.1343,-1.9614,0.2229,-1.2983,-1.035,0.936,-1.383,-1.3811,-0.5808,-1.5563,-2.5129,0.1207,-1.2125,-0.7723,-1.5282,-2.2535,-1.2418,0.7723,-1.4815
236,0.725,-0.346,-2.7649,-1.0429,0.163,2.5832,4.2493,0.2298,1.8806,0.3118,4.6509,-1.821,0.3109,0.881,0.7904,0.3368,-0.6362,-2.5526,-0.5171,-1.1831,-0.7712,-0.0965,2.725,1.9989,2.2767,0.3898,-0.4536,-0.2336,-0.271,-0.7696,-0.5268,-0.5495,0.5392,0.452,-2.1896,-0.2233,1.9659,-0.666
237,-0.5438,-2.0736,-1.5201,-3.1385,-0.1842,-0.439,-7.3658,-1.4465,-1.9707,-2.3467,-1.0424,-3.4164,-0.8605,-1.494,-1.0683,-2.4148,-2.4243,-2.5609,-0.5459,-1.8956,-2.2626,-0.317,-0.2255,-1.4486,1.1609,1.3105,-0.8844,-0.2049,-2.0438,-2.6869,0.3886,-1.1569,-1.802,-2.1372,-1.9002,-0.4766,0.8079,-1.3697
238,-0.3911,0.0626,-2.7924,-4.1855,0.134,-0.6015,0.5062,-0.6255,0.1084,-1.7507,1.4132,-2.9853,0.0784,0.3524,0.9145,-2.2551,-1.1149,-2.9373,-0.3395,-1.5948,-1.0727,0.4198,-1.1252,-1.5968,0.2902,-0.9671,-1.0819,-0.2616,-1.8395,-1.0576,0.0762,-0.3791,-1.0499,-0.095,-1.7989,-1.0105,0.003,-0.0376
239,-0.5831,-1.312,-1.6037,-6.2686,-0.3884,-0.4727,0.7419,-1.942,-1.0387,-1.7746,0.6413,-2.2877,-2.0368,-0.1595,-0.3167,-2.132,-1.8543,-2.8535,-0.8947,-2.372,-0.6445,1.1288,-0.1943,0.8123,2.6219,-0.3732,-1.0526,-0.0207,-1.7648,-1.3937,-0.0191,-0.9104,-1.0105,-0.2284,-2.3799,-0.7907,0.4982,-2.1102
240,-0.7643,-1.2333,1.5011,-2.8891,-0.2923,-0.1342,-2.5361,-1.1363,-1.5624,-1.7643,-1.5509,-1.9457,-1.6885,-2.0966,-0.0821,-3.2733,-3.401,-1.5763,0.3379,-3.5016,-1.4045,0.1086,-0.6939,-0.9905,1.8009,-1.3351,-1.702,-0.1169,-1.6799,-2.2991,-0.1687,-1.4328,-1.2306,-0.6727,-1.8369,-0.4672,0.1737,-2.4452
241,-0.7661,-0.5231,-4.2159,-3.6143,-0.0692,-0.7449,-1.4912,-1.0668,-1.3418,-1.8898,-1.6307,-1.6004,-0.4354,-1.2095,0.7393,-3.3902,-2.596,-1.9188,-0.626,-1.3556,-2.9338,0.254,-0.3747,-1.2203,2.9069,-1.0774,-0.9839,-0.6836,-1.8927,-2.6083,-0.1771,-0.5243,-0.8649,0.1474,-1.7307,-1.1298,-0.6122,-2.4727
242,-0.6538,-0.9266,-3.0999,-2.3397,0.2376,-0.6592,2.8759,0.5096,0.8912,-1.3589,3.0085,-1.8948,0.0086,0.4926,1.9002,-2.5673,-1.5561,-3.2951,-1.1758,-1.6698,-1.5707,0.3257,1.1762,-0.0762,1.3727,-1.613,-1.1371,0.6276,-1.5636,-1.3493,-0.3165,-0.2452,0.3248,-0.8709,-2.4815,-0.5076,0.7614,1.5284
243,-1.21,-1.6032,-2.8802,-6.1146,-0.3235,1.3307,3.2539,-2.0431,0.0105,-2.039,2.9727,-3.0528,-0.2354,0.3245,-0.7789,-0.811,-1.9709,-2.9184,-0.6378,-2.7628,-2.0713,-0.2159,-0.5926,2.7181,1.1551,-1.2853,-1.7738,-0.4419,-1.8714,-2.4811,-0.3819,-0.5127,-0.8561,-2.0206,-3.099,-0.331,-0.1957,-1.28
244,-0.831,0.2919,-3.0072,-4.1662,0.3334,-0.4372,3.208,-0.8012,0.4592,-0.8861,2.6116,-2.5623,-0.4347,0.3954,-0.2636,-2.6305,-2.3765,-2.4891,-0.176,-1.9591,-1.9187,-0.0533,1.1418,-0.1737,-0.3174,-1.0292,-0.8411,-0.2764,-1.5299,-1.6126,0.4967,-0.9813,-0.4837,-1.6124,-3.0397,-0.8995,1.0155,-1.2362
245,-0.7635,-2.2806,-2.0778,-2.7606,-0.3858,-0.5534,-1.0739,-1.2473,-0.8538,-1.1561,0.5446,-2.2208,-0.8332,0.9808,-0.7485,-0.0568,-1.9959,-2.0831,-0.7432,-2.1132,-1.8188,0.2992,-0.3912,-0.6017,3.5619,-0.6642,-0.6972,-0.4351,-1.2157,-2.8726,-0.0609,-0.8753,-0.9346,-0.4176,-1.2742,-0.3752,0.9351,-1.3727
246,-0.5552,-0.7908,-3.3832,-2.1087,1.0954,-0.7799,0.3268,-0.8157,-0.0423,-1.567,1.1697,-2.8498,0.9013,-0.2808,-0.1645,-2.608,-1.7556,-2.8846,-0.3927,-2.046,-2.2879,0.1547,0.2014,-0.3556,2.1647,-1.8486,-0.9123,0.0719,-1.7909,-2.5659,0.0863,-0.8689,-0.7781,0.9284,-2.1163,-0.6321,0.1363,-1.4503
247,-1.1886,-1.4229,-2.6131,-5.4832,-0.6005,-0.165,1.175,-1.5284,-1.4882,-2.6332,0.6623,-2.6671,-0.4319,-1.5179,-0.4968,-2.6335,-2.2713,-2.9028,-0.8377,-1.9907,-2.2983,0.105,-0.8741,-0.2372,1.5431,-1.5521,-1.6358,-0.3547,-1.3332,-2.4853,-0.0885,-0.8617,-1.3312,-0.0481,-3.1223,-0.9303,-0.479,-1.4376
