,A1E959,O14788,O60542,O60635,O95256,O95379,O95750,O95994,P01583,P05231,P06850,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P30838,P34998,P36222,P43629,P51531,P55259,P58546,P60568,P68106,Q04759,Q12968,Q13231,Q15067,Q16552,Q29980_Q29983,Q5JZY3,Q8IU54,Q8IW75,Q8N2G4,Q8TDL5,Q8WTU2,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y5K2,Q9Y653
144,-0.3257,-3.942,-3.545,-0.5834,0.1624,-0.2134,-2.6773,0.3809,-0.0649,4.0277,-1.2744,-1.5511,1.8688,-0.8711,-0.1007,-0.2479,-1.1626,-3.8744,-1.8727,-1.119,-1.0819,-0.8599,-0.9445,-1.786,0.0055,-1.9239,0.0128,-0.4316,0.2399,-0.2945,-0.8467,-2.2275,-0.1085,-0.7502,-0.6305,-2.4278,2.3923,-1.5179,1.5936,-1.9517,-4.6761,-1.218,-1.6434,-1.1114,-1.527,-0.5885,-1.7626,-3.0034
145,-0.493,-2.5984,-5.0482,-0.6163,-0.8795,-0.1174,-1.6337,-2.6593,-0.1688,3.9343,-1.8413,-2.8781,5.0891,-1.1365,-0.4173,-1.4497,-0.5067,-3.705,-2.3146,-1.2683,-0.0007,-0.4632,-1.8467,-2.9454,-0.5411,-1.2022,-0.3163,0.4364,0.5517,-0.2672,-1.3217,-2.8102,0.2907,-0.1111,-2.809,-1.6836,0.811,-0.6759,-0.2617,0.0251,-2.4974,-1.6777,-2.2482,-0.9421,-1.5402,-2.3569,-1.7117,-2.1812
146,-0.6734,-2.8023,0.1872,-0.706,-2.7074,0.3037,-0.7603,0.237,0.9593,3.9853,-4.1654,-0.8268,0.7476,-1.0099,-0.2373,-0.1376,-0.5373,-3.2975,-1.1938,2.3242,-0.064,-0.1344,-0.559,-1.7681,0.2965,-1.7131,0.1838,-0.1513,0.1451,-0.2646,-1.9465,-3.2338,0.077,-0.0827,-4.6897,-2.2878,-0.7174,-1.0205,0.0409,-0.7309,-2.7658,-3.2274,-0.9669,-0.7239,-0.485,0.3605,-1.6117,-2.2439
147,0.4163,-2.7375,-1.6872,-0.5258,-2.559,-0.0866,-2.7275,-0.7443,-0.0735,4.0727,-3.7985,-2.6994,1.5186,-0.7136,0.8747,-0.1946,3.6837,-2.3054,-1.8418,-1.4976,-0.4821,0.2761,2.0637,-1.2423,0.4946,-0.255,0.4162,0.6079,-0.062,1.5099,-1.0991,-1.4883,0.1266,-0.0382,-0.8277,-1.3439,0.5472,-1.5936,-0.0628,-1.7659,-0.5717,-3.2224,-1.3247,-0.9168,-0.2762,-0.5637,1.3655,-0.7827
148,-0.2764,-2.9819,-4.7416,-0.6119,-1.4866,-0.2724,-2.355,0.0519,0.4375,1.4733,-2.1247,0.4818,-1.1867,-0.9485,-0.3019,-0.6083,-2.152,-2.5211,-1.8123,-0.5824,-0.4363,-0.24,-0.8362,-1.9065,0.5991,-1.2127,0.226,0.3325,0.7291,0.4666,-0.9198,-1.7368,0.18,-0.5977,-2.0913,-1.8063,0.5184,-1.8007,-0.3912,-1.9947,-4.7259,-2.2961,-1.4921,-0.7439,-1.4462,-1.2834,-1.4546,-2.2104
149,-0.5701,-2.9534,-1.3527,0.0756,-3.0764,-0.4225,-1.7605,-0.9603,0.1046,1.5226,-2.0401,0.3284,0.9867,-0.1991,-0.8174,-0.5625,-0.3981,-2.244,-2.2964,-0.6892,-0.7283,-0.2831,1.2554,-1.7626,-0.0988,0.3071,0.0655,0.3846,-0.0258,0.2532,-1.0376,-3.2991,0.0495,0.0709,-1.5081,-2.2575,0.0429,-1.0905,-0.0699,-1.3944,-4.41,-1.4607,-1.4781,-0.7223,0.2532,-0.943,2.24,-1.7909
150,-1.1421,-3.4452,-4.5894,-0.5267,-3.116,0.2596,-0.4676,1.5537,1.7023,1.4824,-3.3087,-0.1761,0.2775,-0.8932,0.5592,-0.2611,-0.2213,-3.5905,-2.105,-0.591,-0.4976,0.0651,0.5542,-2.4802,-1.668,-1.7206,0.3228,-0.1175,-0.1856,-0.4589,-1.1317,-1.7565,-0.4967,-0.6512,-4.6798,-2.3213,1.7389,1.1652,-0.1237,-1.5484,-3.7823,-2.0227,-2.1257,-0.5915,-0.9118,2.2168,-0.9141,-1.2681
151,-0.2014,-3.0091,1.1403,-0.3981,-1.0818,-0.105,-3.2464,2.6454,0.9657,1.4827,-0.8504,-1.145,3.0528,-0.1636,-0.5832,0.1081,-1.1971,-2.5381,-1.4426,0.5102,-0.4752,0.2377,1.718,-1.9063,0.4351,-0.5405,0.2232,-3.2946,1.8019,0.1032,0.1893,-0.8853,0.3795,-0.3193,-1.0199,-1.7523,3.1068,2.2268,-0.3134,0.6845,-3.3329,-2.1957,-1.5523,-0.9133,-0.811,-1.5173,-0.9789,-1.3793
152,-0.9089,-3.2761,-2.2232,0.0085,0.0917,-0.3618,-2.1469,-0.87,-0.6422,3.1708,-2.4519,-0.7923,2.1321,0.2961,0.1439,-0.594,4.6166,-2.1605,-1.4367,-0.6612,-0.897,-0.3864,1.2556,-1.7396,0.4694,2.8949,0.1556,0.194,0.3175,0.235,-1.412,-1.0411,0.4936,-0.3081,-2.2249,-1.877,-0.1238,0.6109,-0.3292,-0.4128,-3.2724,-3.6187,-1.9655,-1.0636,-0.1813,-0.6268,0.9237,0.3543
153,-0.3709,-2.8737,-0.7832,-0.398,-1.8792,-0.2936,-3.7797,1.3364,1.8973,2.9929,-3.0473,-1.4987,-0.5752,-0.9177,-0.4341,-0.0491,-0.9027,-2.4758,-2.2005,-1.2488,0.8296,-0.2629,1.4249,-3.007,0.2874,-0.9403,0.2071,-0.3303,-0.1582,-0.3177,-0.981,-2.1632,0.8151,-0.7227,-4.5633,-2.1829,2.1693,-0.9468,-0.206,-0.8155,-1.6903,-1.8151,-1.4937,-0.3938,-0.6135,-1.4545,-2.7386,-2.0356
154,-0.8189,-2.9856,-0.3736,0.5269,-2.7755,-0.0697,-1.2301,1.1872,-0.4522,3.2505,-2.0548,-2.0632,-0.1908,-0.3972,-0.3638,-0.6593,-2.1284,-1.7544,-1.4308,-1.3783,-0.7702,0.3243,-0.2832,-1.0116,-0.3263,-0.7237,0.1123,-0.4573,0.0176,0.1781,-1.3835,-7.9608,-0.1163,-0.5378,-5.8716,-2.1639,2.4414,-2.0045,0.1447,-1.143,-3.0178,-1.987,-2.624,-0.7671,1.0575,-0.1613,-1.369,-1.5471
155,-0.8137,-2.8599,-3.3816,-0.1259,-2.3186,0.2378,0.2003,-1.3678,0.0312,3.2803,-2.1164,0.5774,0.1279,0.0868,0.6791,-0.5009,1.3202,-2.1205,-1.9992,0.9431,0.6256,-0.018,4.1133,-1.705,0.0455,0.2838,0.1353,0.4075,0.1409,-0.4647,-1.2658,-0.5237,1.6245,2.9194,-1.4757,-1.8923,-0.1291,-1.0556,-0.3141,-1.7657,-4.0905,-3.3808,-1.7809,-0.9235,2.0231,-1.2917,-0.0409,-0.4382
156,-0.9773,-3.1597,-1.2005,-0.7038,-2.6389,-0.1975,-0.6808,0.7436,-0.5387,1.6824,-3.8216,-3.3421,0.6916,-1.6469,0.5243,-0.1667,0.4884,-3.2802,-1.6829,-0.9625,0.9087,0.3299,1.9714,-1.9511,-0.193,0.4979,0.0667,-1.6505,0.1768,-0.0486,-1.1698,-2.0883,0.1387,-0.705,-0.7833,-1.6228,-0.3613,5.3378,-0.3861,-1.0498,-2.4735,-1.839,-0.8936,-1.2789,0.5012,-1.4732,-2.5312,-2.6875
157,-0.3049,-2.4863,-3.0332,-0.6844,-1.6641,-0.3882,-1.7605,-2.0554,-0.1055,1.8402,-3.4571,-1.923,-0.1697,-0.9041,-0.2177,-0.3948,0.6993,-3.7317,-2.7667,-0.6292,-0.9049,0.5228,-0.812,-2.5987,-0.2287,1.2249,0.4296,0.1233,0.087,-0.2112,-1.1341,-2.9647,-0.2459,0.4528,-2.2768,-2.8567,1.1613,4.2145,-0.2746,-0.3507,-4.2753,-1.9977,-1.499,-0.6442,-1.6742,0.6947,-1.5922,-2.5658
158,-0.3657,-3.4638,-2.607,-0.2161,-1.6565,0.1209,-3.1027,2.3712,1.8175,1.9648,-2.1384,-1.1286,-0.4015,-1.2553,-0.0994,0.0366,0.1555,-2.7776,-1.449,-0.4622,-0.0775,-0.0106,0.4326,-3.1394,0.6315,-2.1513,0.118,0.0585,0.2214,0.7199,-1.1045,-4.0312,0.7814,-0.8156,0.0301,-1.6703,3.0001,-2.2294,-0.249,-2.4785,-3.3801,-1.4311,-1.1909,0.1047,-1.7238,-0.5435,-2.77,-1.5178
159,-0.4207,-2.4595,-4.0347,-0.6323,-2.367,0.2478,-2.8263,0.2756,0.8056,4.3236,-1.7292,-2.8102,-0.2636,-1.3611,-2.0226,-0.173,-1.6404,-3.5484,-1.5545,-1.4692,-0.3838,0.0451,-2.4722,-1.7617,0.2213,-0.4812,0.1919,0.1,0.1968,0.0971,-1.1105,-7.1835,-0.1101,-0.4138,-4.9694,-1.8097,1.2885,-1.658,-0.0652,-1.4814,-3.703,-2.0083,-1.6699,-0.9429,-0.7574,-2.2394,-3.2538,-2.0995
160,-0.2674,-2.4165,-3.0772,-0.4621,-0.1204,-0.2799,-2.249,-0.9719,0.0328,4.3572,-2.6586,1.4136,0.7756,-0.8255,-0.0086,-0.4551,1.3461,-2.5842,-2.6576,-0.4245,1.7429,0.2726,-0.0715,-1.2922,-0.3566,-1.1443,-0.0238,-0.7817,0.3471,0.039,-1.5051,-1.2319,-0.7753,-0.3929,-0.8344,-2.1733,-0.1735,-1.459,-0.2124,-1.219,-4.4516,-1.9939,-1.6214,-0.8841,-1.0539,-1.5169,-0.263,-0.5812
161,-1.0309,-2.8564,-2.1209,-0.6381,-1.1678,-0.2599,-2.6524,2.3976,1.8967,4.6498,-2.6034,-0.2486,2.1368,-1.169,0.328,-0.1952,-1.517,-3.0175,-1.6934,-1.7398,-0.4914,-0.1146,3.5666,-2.5961,-0.2452,1.1459,0.0667,-0.3665,-0.051,-0.1686,-1.1927,-2.9237,0.4862,-0.757,-1.0587,-1.6659,0.6239,-1.5815,0.3045,-1.8835,-4.0978,-0.3805,-1.8329,-0.7604,-1.4037,-1.1307,-0.9612,-1.0736
162,-0.1353,-3.8583,-2.6303,-0.1707,-2.9288,-0.4274,-1.4589,2.6113,-0.0428,4.4747,-3.5861,-1.0872,0.0894,-0.9628,-0.0102,-0.649,-0.3528,-2.6462,-0.2694,-0.5631,-0.0023,0.1084,2.7363,-1.4801,0.5803,-0.7144,0.229,0.3281,-0.0622,0.3476,-0.8755,-2.7627,0.201,-0.3106,-1.8198,-1.7573,1.9157,-1.7123,0.0343,-1.3869,-4.1522,-1.3771,-1.6051,-0.9076,-1.1485,-0.9115,-1.8792,-1.1277
163,-0.2606,-2.8287,-3.4349,-0.542,-1.6673,-0.4992,-1.7413,-0.447,-0.0236,4.1034,-1.9403,-0.4219,0.7585,-0.8032,-0.2118,-0.3133,-1.3799,-3.5581,-1.755,-0.93,-0.7588,0.2059,0.4243,-2.1059,0.1706,-1.5327,0.2343,0.4006,-0.0436,0.2928,-1.3513,-7.7729,-0.5077,-0.8301,-2.0261,-1.8642,1.9951,-1.3993,0.0668,-1.6767,-2.45,-1.1771,-1.3176,-0.8082,-0.88,-0.7199,-1.8782,-1.2768
164,-0.9034,-2.1888,-4.3776,-0.7844,-2.8198,-0.2403,-4.8325,-0.3262,-0.1306,4.1097,-2.6867,2.3817,2.2141,-1.0112,-0.2216,-0.8044,1.7902,-3.171,-1.6748,1.6059,1.947,-0.3276,2.9155,-2.8229,0.2207,-0.8759,-0.1345,0.178,0.1753,-0.2894,-1.166,-1.8083,0.1093,0.2135,1.2437,-2.1098,0.2212,-1.7846,-0.0243,-2.9132,-5.0185,-2.7124,-2.1686,-1.2953,3.2687,-1.3489,-0.2928,-1.0221
165,-0.8608,-1.9591,-2.2665,-0.5211,-3.3174,0.4892,-1.4894,2.7893,1.0596,4.1358,-2.7156,0.1265,2.7256,-1.6049,0.378,1.2703,-0.4146,-3.043,-2.1281,3.8405,-0.8533,-0.426,0.6886,-2.3207,-1.2786,-0.9067,0.3804,0.1223,0.132,0.072,-1.2725,-1.1758,-0.1143,-0.3453,-1.5794,-2.2502,-0.2682,3.7064,-0.1222,-1.4661,-3.0523,-2.592,-1.3858,-0.7605,-0.9218,-1.2701,-1.4848,-0.1332
166,-0.9562,-3.3777,-2.3514,-0.8031,-1.6448,-0.3418,-3.9213,-0.8782,0.6887,3.743,-2.6371,-1.5603,-0.245,-1.7751,-0.676,-1.0198,-1.8201,-4.0762,-1.1254,-1.5916,-0.1354,-1.0042,-1.5969,-2.1863,0.0573,-2.0558,0.468,0.0841,0.1229,0.0918,-1.5796,-8.3867,0.4286,-0.3212,-5.509,-2.2363,-0.155,2.4079,0.0471,-2.5513,-4.3151,-1.5158,-1.6483,-1.298,0.1259,0.3245,-2.6124,-2.8915
167,-0.5146,-2.4371,-4.7151,-0.48,-2.6351,-0.6892,-2.4494,-0.36,-0.0887,3.9316,-1.2219,-0.2906,0.5782,0.07,-1.4273,-0.7569,-0.0875,-3.0804,-1.4616,-0.1999,-0.8356,-0.2768,-1.5486,-0.4764,0.2158,-0.4921,0.3774,-0.1699,0.452,-0.0336,-1.0316,-2.0022,-0.0706,-0.3332,-4.7894,-1.6326,2.6848,-1.4776,-0.3594,-1.3568,-2.2147,-1.5154,-1.3219,-1.1602,-0.952,-1.3109,-0.1314,-1.6403
168,1.1079,-1.4909,-2.1008,-0.4108,-1.8629,0.5111,-0.4417,0.1179,2.5815,3.7953,-3.631,0.2163,0.2128,-1.0549,0.2268,-0.6179,6.2233,-0.0629,-1.5784,-0.2904,0.1632,0.2706,0.7166,-2.5098,0.3722,1.2254,0.3617,0.2097,-0.2744,-0.3899,-0.9378,-1.6166,0.5657,-0.1947,-0.9906,-1.7756,0.3483,-0.3085,-0.1434,-1.6466,-1.9272,-4.4776,-1.5298,-1.0907,-0.2108,-0.5211,-0.0345,-1.3377
169,-0.6332,-3.3511,-2.6755,-0.0173,-3.0868,0.0537,-4.4798,2.4364,0.1058,3.4792,-3.3268,2.2284,2.192,-0.3493,-0.2508,-0.1131,1.4477,-3.285,-2.2529,-1.4231,0.1915,0.2596,4.1158,-1.1282,-0.1561,-0.0544,0.0773,0.1247,0.0134,0.3828,-1.1645,-1.4976,0.5389,0.5683,-4.5762,-1.659,-0.5199,-1.9344,-0.096,-1.3636,-5.5753,-2.6095,-1.4336,-0.7551,-0.1954,-0.9881,3.5002,-1.6234
170,-0.7122,-3.1804,-4.864,-0.5442,-0.2839,0.1464,-2.5977,-1.6915,-0.2583,3.5122,-0.4219,-2.0072,-0.953,-0.7936,-0.6888,0.4529,-0.9772,-3.6229,-1.7293,-1.1506,-0.7884,0.0276,-1.9339,-2.2617,-0.8717,-0.8712,0.3153,0.4243,0.2691,0.066,-1.0827,-1.5025,0.119,-0.16,-0.9463,-0.5303,2.0583,-1.8105,-0.1649,-0.9325,-2.8742,-1.5057,-1.8512,-0.181,-1.4475,-2.1094,-1.3992,-2.1736
171,0.084,-1.8811,-5.4292,-0.188,1.505,-0.5294,-2.6849,-1.7496,0.1316,0.4026,-1.8373,-2.522,1.6032,-0.9414,-0.9499,-0.1715,-0.0202,-2.9275,-2.1596,-0.1285,-0.8134,0.2063,-1.1345,-1.8774,-0.0849,-2.0284,0.3764,0.2009,0.0614,-0.1126,-1.3514,-3.9325,0.0477,-0.1242,-1.5007,-2.1854,2.771,-1.4483,-0.2094,-1.0965,-3.2622,-1.7728,-1.5778,-0.2941,0.4157,-1.5168,-1.6222,-2.136
172,-0.7842,-2.983,-1.2103,-0.4921,-1.5935,0.4217,-0.455,-0.092,1.8173,0.9199,-2.521,-0.0273,0.2068,0.62,-1.1969,-0.3455,1.2029,-1.4909,-2.6906,-0.2654,-0.4499,0.2124,1.0043,-2.5692,-0.2059,0.4908,0.3226,0.5011,0.3555,0.166,-1.3256,-1.0639,0.3086,-0.1021,-1.4527,-2.2273,-0.0317,-1.8527,-0.3693,-2.5043,-2.4866,-3.3806,-1.7495,-0.4722,0.5215,-1.5777,0.3766,-0.5386
173,-0.6442,-3.6166,-3.2017,0.582,-1.758,0.0888,-2.648,-0.2112,-0.1919,1.0669,-2.6042,-2.6853,-0.0378,-1.1378,0.1259,0.6156,1.572,-2.4096,-1.8279,-0.5568,-0.677,0.0108,-1.9988,-2.2138,0.3576,-1.3859,0.4295,0.5967,0.342,0.5094,-0.9432,-1.7538,-0.1527,-0.6022,-2.4305,-2.0524,1.7551,-1.8597,0.2365,-1.8297,-3.1422,-1.9864,-1.7512,0.0401,-1.303,-1.2559,-2.1779,-1.9681
174,-0.2177,-2.9816,-5.723,-0.3751,0.459,-0.5317,-2.8231,-1.3034,0.2795,0.9322,-0.8156,-0.958,7.6734,-0.7562,-1.5181,-0.3703,-1.3989,-3.5823,-0.998,0.007,-0.6051,-0.0339,-2.2665,-2.4755,0.252,-1.9725,1.5821,-0.4528,0.4443,0.1885,-1.2924,-4.1266,0.416,-0.5339,-3.4496,-1.067,1.6951,-0.9137,-0.0706,0.2338,-5.2792,-3.18,-1.5049,-0.1668,-0.9682,-1.5233,-2.1056,-2.2727
175,-0.7113,-0.3974,-4.8246,-0.4569,1.7466,-0.0829,-2.1369,-2.0905,-0.3845,3.8986,-3.6529,-2.7827,3.5424,-1.1244,-1.2788,-0.8918,-0.648,-3.7847,-3.0462,-0.6264,0.0206,-0.0446,-2.2694,0.4939,-0.0356,-1.9039,0.243,0.1192,0.0296,-0.3229,-1.2971,-2.8302,0.2293,-0.8172,-1.7951,-2.0681,1.576,-1.4672,0.6136,-1.4174,-1.0372,-2.2683,-1.5066,-0.4774,-2.3872,-1.1005,-1.953,-2.3874
176,-0.2676,-2.6122,-1.1892,-0.3914,-2.3973,0.6944,-0.7668,-2.3148,-0.3399,3.9006,-2.9854,-3.0473,-0.2749,-1.1987,0.2415,-0.4862,3.1831,0.1472,-2.1521,-0.6327,-0.5865,-0.8234,0.2002,-1.5548,0.6023,-1.0827,0.1431,0.1623,0.0913,-0.03,-1.0885,-1.4836,0.5738,-0.193,-0.0333,-1.9706,-0.3589,-0.5919,-0.1164,-1.4294,-1.8498,-2.2405,-1.2585,-0.4177,-1.5061,-1.2429,-1.7501,-1.4977
177,-1.0282,-3.1521,-0.506,-0.5839,-2.628,-0.276,-3.6488,-0.6761,-0.5216,2.2447,-2.5417,-2.3913,0.4384,-1.2173,-0.7831,-1.1795,-2.9442,-3.148,-1.983,-1.1879,-0.6641,-0.338,-1.687,-2.1413,-0.44,-0.2525,-0.7154,0.1353,-0.1304,-0.0005,-1.3017,-1.1409,-0.1646,0.7229,-1.9099,-1.6185,1.6148,-1.6932,-0.2164,-0.8175,-1.6953,-1.3989,-2.0972,-0.7273,-1.3533,-1.3893,-1.8643,-1.8507
178,-0.4815,-3.0559,-3.6398,-0.7539,-2.3902,-0.0369,-1.1609,-0.6737,0.284,2.2481,-1.8659,0.6091,-0.2811,-1.1382,-0.6972,-0.3223,-1.0698,-3.0622,-2.2579,-0.4113,-0.5409,-0.782,0.8418,-1.9208,0.0962,-2.4194,-0.0274,0.519,0.1333,-0.2192,-1.7326,-2.85,0.1332,0.2268,-4.9949,-1.9256,-0.3017,2.4999,0.0517,-0.3861,-2.8269,-1.8456,-1.6481,-0.6217,0.9099,-1.5448,-1.6933,-0.8346
179,-0.0978,-2.2314,-3.8623,-0.31,-1.3659,-0.3571,-2.7598,-2.8293,-0.1373,2.5702,-2.883,-3.1951,-0.7115,-1.2288,-0.5307,-0.2637,-0.2932,-2.5596,-1.5935,-0.8365,-0.6796,-0.1037,-1.242,-2.0793,0.2768,-0.944,0.3276,0.1352,0.2859,0.1429,-0.6268,-3.064,0.0158,-0.099,-2.3891,-1.5573,0.6139,-1.6115,0.0252,-2.8737,-3.2589,-1.9265,-1.1134,-0.2294,-1.5784,-1.7109,-2.7496,-2.6046
180,-0.6448,-2.6914,-4.4338,-0.262,-1.2437,0.168,-2.5781,-3.138,1.5881,3.1223,-1.3187,-4.2818,1.6216,-0.9239,-0.482,-0.161,-0.9767,-2.8602,-1.8719,-1.0414,-0.4565,-0.5255,-0.7952,-1.7246,-0.6948,-1.4789,0.2095,0.1567,-0.1422,0.1029,-0.9105,-2.8729,0.2101,-0.3964,-1.7111,-2.5086,1.0026,-1.6004,-0.3246,-1.6551,-2.5778,-2.2432,-1.397,1.0553,-0.8715,-1.5534,-0.1142,-2.4204
181,-1.6225,-3.3562,-2.6152,-0.3483,-2.9829,0.0541,-3.8558,1.1663,-0.3426,3.4625,-2.6429,0.8337,-0.1221,-0.4614,1.0604,-0.2412,-0.4834,-2.6683,-1.7726,-1.3676,-0.1117,-0.1431,2.5257,-2.0629,-0.2619,-0.5331,0.198,-0.2128,-0.2867,-0.1245,-1.9304,-1.5381,0.0221,-0.4633,-5.7019,-2.2543,-0.2206,2.6664,-0.1769,-2.7603,-4.9567,-1.8534,-2.1322,-0.6356,-1.7198,-1.1907,-0.9365,-1.7619
182,-0.5319,-3.5992,-2.0615,-0.6261,-1.0292,-0.1148,-3.4264,1.8847,0.1913,3.3021,-2.3211,-3.8748,-1.0322,-1.6085,-0.215,-0.3723,-0.8423,-4.3726,0.1259,-1.0244,-0.507,-0.078,-1.5976,-2.1326,-0.2453,-1.9089,0.0501,0.0252,-0.2177,-0.2216,-1.4142,-8.3426,0.2317,-0.9914,-5.2217,-2.1244,1.0974,-2.4013,0.0048,-2.6796,-3.5124,-1.2625,-1.8303,-1.046,-2.1263,-0.8721,-2.9573,-1.4687
183,-0.4412,-3.3153,-3.5026,-0.796,-0.6093,-0.1225,-1.9205,2.9362,-0.3654,3.7957,-1.4193,-0.1189,-0.8272,-1.4003,0.264,-0.0216,-0.8438,-2.489,-2.2212,-1.0098,-0.8056,-1.1426,-2.4585,-0.0781,0.6186,-0.1741,0.1354,0.5661,0.2671,0.2816,-1.1801,-2.9141,0.6066,-0.4889,-1.8399,-2.0945,2.1053,-2.1261,-0.0372,-2.1399,-3.6979,-0.2713,-1.735,-0.497,-0.8919,-0.619,-3.4015,-2.0024
184,-0.5263,-2.0557,-3.0084,-0.6156,-2.7752,-0.4833,-0.9871,0.1627,0.8078,3.95,-1.7556,1.1865,-0.0991,-0.4409,-0.4641,-0.1775,1.5613,-0.0285,-1.5759,2.2427,3.4705,-0.3501,-0.4356,-1.9599,0.066,-1.5998,0.302,0.2904,0.4447,0.0387,-0.7884,-1.5881,0.3441,-0.1978,-4.6081,-1.5229,0.0471,-1.1346,0.0254,-0.2591,-3.2503,-2.394,-1.3309,-0.625,-1.7224,-0.6187,-0.645,-2.5932
185,0.3407,-3.8745,-1.8855,-0.1887,-2.6191,-0.5244,-2.0063,4.2575,1.134,4.0157,-3.8972,2.7793,-0.1129,-1.1968,0.1943,0.4447,-0.3831,-3.5957,-1.4013,-0.2492,0.5345,-0.2027,2.9506,-2.248,-0.0336,3.0477,0.1584,-0.1731,-0.1855,-0.4373,-1.1245,-1.2835,-0.1711,-0.4393,-1.0644,-2.0591,2.3626,0.9776,-0.1293,-1.9709,-3.5402,-2.0521,-2.1226,-0.6168,0.9227,1.7262,-1.7372,0.2318
186,0.1523,-2.5965,-4.2206,-0.564,-2.0266,0.188,-0.2264,1.0653,0.4359,4.0605,-3.2433,3.4898,1.5928,0.9134,-0.3872,-0.0672,1.1804,-0.2309,-2.2008,-0.1254,2.0871,-0.3652,2.0044,-2.2218,0.5716,0.32,0.0596,-0.6608,0.1698,0.0836,-0.695,-2.4773,0.3574,0.8269,-1.0578,-1.2655,2.6758,-1.5587,-0.5262,-1.5938,-4.8812,-1.9998,-2.1951,2.335,2.8034,-0.9162,-0.1949,-1.1193
187,-0.1026,-3.1453,-4.7738,-0.6915,-2.1074,-0.517,-1.5993,1.6459,-0.3009,1.1217,-1.7426,-1.2637,-0.0157,0.1918,-0.2832,-0.3551,-0.6666,-3.4272,-2.0572,-0.2864,-0.5732,-0.3627,-1.186,-1.4207,-0.2092,-1.1949,0.2715,0.1803,0.5893,0.2463,-1.3258,-1.288,0.196,-0.7281,-1.8802,-1.7591,1.7694,-1.5643,-0.3456,-2.0542,-2.8839,-1.7721,-2.0196,-0.7154,-1.1919,-0.9535,-0.9953,-2.1545
188,-0.9901,-2.65,-2.3074,-0.4765,-2.2384,0.4585,-0.648,-0.2367,0.2072,1.4818,-2.2758,3.3988,3.4305,-0.4435,1.0415,-0.7089,7.1199,0.3128,-1.9122,-0.0977,4.5476,-0.07,2.3101,-0.7,0.0329,-0.1633,0.0803,0.0492,0.693,0.3601,-0.1082,-1.9612,0.3728,-0.556,-1.7632,-2.0814,-0.5992,-1.5916,-0.1394,-1.5285,-4.3436,-2.4332,-1.5087,-0.6259,-0.2053,0.0825,5.8098,0.0054
189,-0.6036,-2.6093,-4.5359,-0.6271,-2.1076,0.1967,-4.0641,-1.5645,-0.2368,1.5395,-2.2211,-2.2717,-0.2518,-1.1756,-1.3404,-0.2841,1.6127,-2.678,-1.0409,-0.7467,-0.8435,-0.2107,-1.148,-1.961,0.1942,-2.4301,1.4097,0.0036,0.1658,0.1972,-1.526,-7.5573,-0.0333,-0.028,-0.3762,-2.3553,1.3953,-1.9582,0.0501,-0.2906,-4.5516,-1.9554,-2.0186,-0.4946,-1.961,-1.0054,-1.3155,-2.1215
190,-0.6948,-2.6437,-4.4768,-0.5892,-2.8847,0.381,-2.3998,-0.5437,0.4974,1.6177,-2.5622,-1.5194,4.5286,0.2499,-0.3622,-0.8623,-1.3712,-3.0108,-1.6789,-0.9062,-0.35,-0.478,1.3178,-2.2987,0.2073,-1.8664,0.1805,0.5322,0.0228,0.0574,-1.1524,-8.2302,-0.6396,-0.8094,-1.0696,-2.751,-0.6694,-0.7346,-0.4715,-1.6253,-1.2121,-2.203,-1.3806,-0.6233,0.0944,-2.1186,-0.2272,-1.9788
191,-0.4528,-2.6588,-4.3814,-0.4078,-1.4822,0.1048,-1.4991,0.2014,-0.6601,4.779,-2.2473,1.6101,-0.4318,0.0227,-0.1007,-0.2196,-1.4587,-2.8488,-2.1076,-0.8039,0.6912,-0.0613,-0.7928,-0.5508,-0.4091,-0.9189,0.123,-0.5994,0.1311,-0.3034,0.1431,-2.4786,-0.3089,-0.8047,-2.1306,-1.8206,1.8952,-2.3668,-0.0885,-1.6789,-3.2323,-2.6211,0.3302,-0.6336,-2.3472,-1.5894,-0.6628,-1.1604
192,-0.4695,-2.9203,-0.9756,-0.2667,-2.8436,0.7082,-2.9247,-1.5901,-0.9255,4.3826,-1.7629,-0.9105,-0.2333,-0.6521,-0.421,-0.2741,-1.3657,-3.5006,-1.7959,-0.1289,-0.1544,0.0797,0.4589,-2.1715,-0.238,-2.1221,0.1102,-0.518,0.2323,-0.3389,-1.1846,-7.5423,0.089,-0.5571,-5.0492,-2.132,1.4791,-1.3714,-0.2545,-1.4652,-4.01,-2.22,-1.6812,-1.3011,-0.4336,-0.7195,-0.8478,-2.2373
193,-0.4637,-3.6585,-2.3096,-0.4148,1.39,0.0698,-3.64,-0.2339,0.2999,4.597,-1.6576,-0.43,-0.4662,-1.0108,-0.0769,-0.3468,-0.3347,-3.3662,-2.5218,-0.5354,-0.5137,-0.1213,-0.5196,-2.2017,0.2425,-1.294,0.3473,0.5586,-0.2143,-0.1715,-1.1114,-7.8773,-0.3922,-0.6574,-1.2764,-1.9266,2.4445,-2.0217,-0.384,-1.5924,-2.0129,-0.2117,-1.7541,-0.4039,-0.1493,-0.9006,-2.7343,-1.0166
