,A1E959,O14788,O60542,O60635,O95256,O95379,O95750,O95994,P01583,P05231,P06850,P08833,P09466,P14136,P14780,P15336,P16860,P19429,P19801,P21246,P30838,P34998,P36222,P43629,P51531,P55259,P58546,P60568,P68106,Q04759,Q12968,Q13231,Q15067,Q16552,Q29980_Q29983,Q5JZY3,Q8IU54,Q8IW75,Q8N2G4,Q8TDL5,Q8WTU2,Q92832,Q96JP9,Q9NRD8,Q9P0M4,Q9Y265,Q9Y5K2,Q9Y653
294,-0.6802,-2.4397,-2.9142,-0.5965,-2.6259,0.5056,-3.1597,-2.3592,-0.0225,3.672,-0.8201,-2.0067,-1.0201,-1.6829,-0.5211,-0.4304,-1.684,-2.6256,-2.1672,-1.3711,-0.4304,-0.2437,-2.2405,-2.1706,0.082,-1.5593,0.0475,0.2192,-0.1896,-0.1664,-1.2917,-3.1137,0.1314,-0.3483,-5.2133,-1.9677,1.2698,-1.765,-0.5283,-1.3999,-2.6968,-1.2649,-1.5234,-0.2183,-2.1149,-0.7697,-2.6124,-2.2718
295,-0.0075,-3.0578,-2.7305,1.3244,-2.9999,-0.1565,-0.9278,1.6302,-0.0748,3.8363,-2.3903,0.4409,0.971,0.0326,0.1365,-0.3007,0.1363,-1.8268,-1.7636,1.0138,0.3692,-0.4132,0.8732,-2.448,0.0809,-0.91,0.78,0.5778,0.0666,0.3083,-1.1198,-2.7302,-0.3125,0.1657,-1.9816,-2.4832,3.1387,-1.3485,0.4525,-1.9411,-4.7577,-2.381,-1.2908,0.5628,1.4212,0.8972,0.8911,-0.2377
296,0.3086,-2.9753,-2.8647,-0.5311,-2.5189,-0.2491,-1.7862,1.2114,2.1631,3.8074,-2.6685,0.2596,3.8164,-0.6654,-0.1275,-0.5492,7.4023,-0.8565,-2.0519,0.6649,-1.1708,-0.8425,-0.0653,-2.1982,0.2689,0.2987,0.3068,0.2766,0.3601,-0.14,-1.0761,-3.3235,-0.2366,-0.2609,-5.1538,-2.101,3.1851,-1.5612,-0.2525,-1.5234,-5.2948,-2.6576,-1.6363,-0.7499,-1.2606,-0.427,-0.4091,-1.2168
297,0.4478,-2.7162,-5.3677,0.1849,-1.5301,0.1132,-1.9331,-0.0213,0.3187,3.9114,-2.7994,-0.7251,1.4278,0.5595,-0.2642,-0.69,1.5385,-2.8973,-0.1679,-0.6202,-1.0242,-0.6216,1.6427,-0.626,-0.322,0.2963,0.0861,0.0833,0.0859,0.2446,-0.9737,-2.2511,-0.2119,-0.5532,-1.9956,-2.5534,1.46,-0.6696,-0.3573,-1.9936,-3.1441,-2.6896,-1.7611,-0.7883,-0.095,-0.2728,-1.2292,-2.0489
298,-0.8324,-2.1645,-2.996,-0.5367,-2.2259,-0.5229,-2.396,-1.3887,1.6702,3.8631,-1.6819,-4.2119,1.191,-0.8873,0.9692,-0.5413,-2.0236,-4.0949,-1.28,-1.4796,1.1929,0.1804,0.0957,-2.0418,0.1587,-0.8368,0.2451,0.4234,0.1106,0.5539,-1.4056,-0.94,0.2537,-0.4632,-1.5605,-2.0139,-0.8884,-1.2669,-0.0775,-0.3094,-2.2275,-2.0083,-1.4808,-0.3271,-0.7367,-0.9686,-1.5824,-2.3928
299,-0.6737,-3.1127,-3.5642,-0.2992,-2.4893,0.0506,-1.7363,3.9026,-0.1081,3.9313,-2.1332,-0.7938,-0.5476,0.035,0.95,0.0949,-0.6959,-2.9733,-0.9173,-0.8921,-0.4994,-0.1452,1.215,-2.247,-0.0897,-0.9185,0.3952,-0.1409,0.1475,-0.0445,-1.0824,-2.6104,0.1478,-0.2798,-1.3846,-2.407,1.4619,-1.8363,-0.2047,-2.6012,-3.2027,-1.244,-1.7612,-0.2625,-0.6777,-1.8989,-1.6881,-0.1327
300,-0.6394,-2.6639,-1.2003,0.2499,-2.6485,0.143,-0.3229,-0.0662,0.4009,0.177,-2.4095,-1.6961,0.3198,-0.2783,-1.256,0.0545,-1.5662,-4.2842,0.0421,-0.8572,-0.2181,-0.6526,0.3966,-1.1475,0.0816,-0.3089,0.0764,-0.3839,-0.2209,0.0447,-1.2828,-1.4945,0.1622,-0.7713,-1.319,-1.6211,2.5219,-1.7054,-0.115,-1.7582,-3.6049,-1.7979,-1.5361,-0.0949,-1.728,-2.0252,-1.4223,-1.3289
301,-0.2387,-2.4498,-2.8747,1.0006,-1.493,-0.2657,-1.6491,0.7636,-0.0023,1.6143,-1.5008,0.916,-0.002,-0.8727,-0.2394,-0.2259,-1.6493,-2.797,-3.3743,-0.7167,-0.9496,0.4631,-0.1474,-0.6296,0.4825,-0.7648,-0.0021,0.012,0.1559,0.5143,-0.907,-1.825,0.4428,-0.638,-1.2638,-2.2343,2.2736,-1.6965,1.0661,-0.3274,-3.1922,-0.7656,-1.9267,-0.9039,-1.293,-1.189,-2.6337,-1.5457
302,-0.4897,-3.2727,-1.5138,1.2467,0.4806,-0.7424,-1.9295,4.094,-0.0722,2.5274,-4.1274,0.6942,2.3229,-0.5701,1.3627,-0.1868,-0.1505,0.7359,0.2019,-0.9491,0.8836,-0.37,3.7347,0.1118,-0.0039,1.7489,-0.2217,0.1033,-0.3018,-0.4082,-1.7198,-4.5,-0.0601,-0.4517,0.84,-1.5225,-0.1231,-0.892,-0.3468,-1.1757,-5.2017,-1.6111,-2.051,-1.4693,1.0042,-1.2056,0.0868,0.7337
303,-0.395,-2.9374,-3.8947,-0.612,-3.2269,-0.3716,-1.283,-2.937,-0.2988,2.4555,-3.4746,2.0861,0.977,1.0051,-0.5458,-0.4524,5.6669,-0.6645,-2.0115,0.14,-0.4006,-0.1315,2.4375,-2.3568,-0.0118,-0.7026,0.3835,0.4567,0.0016,1.2773,-1.1141,-1.3131,0.2701,0.7745,-0.7012,1.5769,1.7407,0.6355,0.0232,-1.1266,-5.7516,-3.1946,-1.4936,-0.6731,4.271,0.7545,1.2455,-1.1411
304,-0.4562,-2.758,-2.0366,5.2078,-2.1341,-0.0672,-1.9374,-0.2789,0.3561,0.8798,-2.7624,2.0738,-0.2929,-0.6312,-0.1764,0.1507,3.7565,-1.901,-1.9192,-0.5881,0.1633,0.2564,2.4244,-0.0044,0.0536,1.4209,0.6524,-0.0895,-0.0416,-0.4481,-1.5536,-0.5325,0.219,-0.5636,-2.1478,-1.9357,1.8348,-0.6779,0.0356,-1.9006,-5.1362,-2.1395,-1.58,-1.0139,1.0018,3.2193,-0.1474,1.2965
305,-0.5658,-3.5464,-1.5434,-0.6776,-2.3213,-0.0977,-0.0185,1.1569,-0.12,2.4688,-2.5789,1.2613,0.3515,-0.6438,0.7518,-1.0774,3.3319,-2.6234,-1.7469,-2.1198,-0.735,-0.1462,1.6,-2.6728,-0.0507,-0.317,0.0543,0.7853,0.1484,0.2388,-1.0914,-1.8181,-0.3829,-0.5574,-0.5988,-1.4938,-0.4678,-1.2074,0.373,-1.4931,-4.0536,-2.2453,-1.5074,-1.0795,-0.7777,-1.7257,0.2333,0.1129
306,-0.9842,-0.3277,-3.5015,-0.4551,-2.6606,-0.4075,-1.8158,3.6149,-0.2117,1.2826,-2.3697,2.2664,0.804,-0.7275,-0.1019,-0.5531,3.7813,0.783,-2.3901,1.1434,-0.1062,-0.2965,2.6301,-2.0346,-1.0436,-0.4432,-0.087,-0.2812,0.1853,-0.4978,-1.2344,-2.9206,-0.0584,-0.7152,-1.7324,-1.4003,3.1786,-2.3011,-0.208,-0.3546,-4.252,-1.7012,-1.493,-0.4518,-0.3823,-0.5586,-0.851,0.1339
307,0.0517,-3.7194,-4.9952,-0.5284,-0.8333,-0.3033,-1.4855,2.1627,-0.0292,1.781,-3.9876,0.4305,1.3149,0.7766,0.1913,2.9665,2.9163,-2.386,-1.5043,1.0817,0.0013,0.165,2.589,-1.9864,0.0792,0.2356,0.5474,0.3058,0.1937,-0.0226,-0.9571,-3.0992,-0.2973,-0.1768,-1.6042,-2.1595,1.4966,-1.2391,-0.0114,-2.1981,-4.6328,-3.5919,-1.6971,0.9968,0.8902,2.566,1.5143,-1.0914
308,-0.8905,-3.1006,-2.6333,-0.5389,-3.1675,-0.1331,-3.0957,2.8674,-0.5449,1.4827,-2.1753,2.8875,1.5957,1.437,1.2781,-0.2565,4.8838,-1.4657,-1.7488,-0.3898,2.5094,-0.2285,1.782,-2.4124,0.1396,5.1099,0.2417,0.2595,-0.2924,0.37,-0.877,-1.6066,0.0685,1.0592,-2.0433,-2.355,1.3128,-1.8888,-0.1649,-0.3194,-4.6137,-3.0417,-1.2317,-0.952,0.8112,0.4631,4.6389,-0.4369
309,-0.0865,0.5044,-2.1482,-0.4093,-0.4958,-0.3538,3.3107,-1.5428,-0.2818,3.2979,-2.0951,0.2866,4.9596,0.0446,0.0334,-0.2961,3.778,0.1264,-1.4279,-1.0575,0.088,0.1185,1.8942,-0.4636,-0.1923,5.6295,0.1614,0.1548,0.3032,0.0462,-1.3117,-8.6797,-0.4015,0.6155,-0.3849,-2.0227,-0.8058,-0.6108,-0.269,-5.7026,-3.3199,-2.0926,-0.429,-0.6081,2.0805,2.9463,2.828,0.6329
310,-0.3918,-3.9149,-2.1281,0.5287,-1.748,0.1135,-1.8732,4.6447,0.164,3.2564,-3.58,4.7982,4.8799,0.3775,1.4856,-0.6375,5.5311,2.1857,-2.6846,1.7974,0.8371,-0.5091,3.6181,-1.6538,0.7002,0.5655,-0.0088,0.7351,-0.011,-0.0851,0.9471,-1.7947,0.1467,0.4979,-0.4263,-1.6837,3.3047,-2.1314,-0.2377,-3.3013,-5.7923,-2.9166,-1.5254,-0.6586,2.8119,0.7586,2.4807,0.0035
311,-0.7895,-3.2098,-3.8213,-0.4966,-2.7009,-0.2014,-2.7503,3.4941,-0.4634,3.2784,-2.2043,3.4583,0.9747,-0.5245,-0.4722,-0.2647,2.1837,-3.2553,-2.1341,-0.2153,-0.0166,-0.0317,3.3815,-0.5298,0.5628,-1.8982,0.0619,-0.0265,-0.2753,-0.107,-0.919,-3.1652,0.0802,-0.4498,-2.3239,-2.1185,3.538,-1.805,0.1168,-0.5966,-5.3221,-2.7703,-1.6374,-0.6774,-0.834,-2.0455,1.9092,-0.241
312,-0.3241,-3.002,-2.9729,-0.3011,-2.8851,0.1739,-3.0016,0.1691,-0.1677,2.7583,-1.2044,1.6857,0.2486,-0.1688,0.8515,0.0121,2.3956,-0.7654,-2.1354,0.4241,-0.0455,-1.4101,-0.2518,-2.0394,0.3172,0.5176,0.1112,-0.2802,0.3008,0.2539,-1.0023,-1.5861,0.1443,0.0024,-2.5926,-1.817,1.9938,-1.4058,0.0155,-1.2818,-2.9932,-2.483,-1.4444,-0.4568,3.6428,0.7469,0.2233,0.4174
313,-0.2622,-2.9296,-0.9613,0.5863,-1.9447,-0.8836,-2.1281,3.0259,1.4995,2.8508,-3.3133,2.1824,1.7713,0.0769,0.2341,-0.5611,0.1791,-1.2514,-2.6893,-0.4606,0.2393,-0.1286,1.624,-1.1251,0.2569,2.4893,0.1693,-0.0801,-0.1303,-0.0999,-0.942,-1.1513,-0.1647,0.3269,-1.2316,-1.7526,1.1641,-2.1017,-0.2722,-2.7285,0.7,-2.2321,-1.7168,-0.9645,2.9789,-0.0655,0.9446,0.1196
314,-0.5743,-3.5433,-4.7533,-0.5093,-1.9132,-0.6222,-1.4581,6.5027,0.2031,2.8432,-2.779,2.0307,1.9145,-0.4493,1.6223,-0.2226,-0.026,-1.9053,-2.4004,4.8487,0.6881,-0.4195,1.8283,-2.4489,0.2782,1.2624,0.3744,-0.1074,0.5789,0.0634,-0.9865,-3.1651,0.4644,-0.3451,-1.4272,-1.7969,-0.1527,-1.8867,-0.1551,-1.8551,-3.9211,-1.9166,-1.7896,-0.5624,-1.8018,2.4816,3.8819,-0.6587
315,0.8134,-2.4657,-1.6146,0.129,-2.7487,0.5923,-0.8097,1.6758,-0.0292,2.6366,-2.4705,1.1066,2.6151,-0.8922,0.1014,-0.1571,6.5887,-2.4714,-1.6585,-0.4231,0.8377,0.1657,3.4207,0.5083,0.0461,1.2068,0.2796,-0.0837,0.2768,0.1139,-0.787,-1.1461,0.3349,-0.6053,0.4329,-1.5558,3.6091,-0.5454,0.7248,-0.408,-3.5186,-3.8737,-1.4634,-0.7076,1.7462,-1.1695,0.5353,0.1842
316,0.271,-2.0568,-1.0925,-0.684,-1.457,-0.0904,5.1921,-0.0302,0.9145,1.9588,-2.6202,2.1862,4.8187,0.2367,-0.7997,-0.1969,-2.0302,-0.822,-0.0242,4.3499,1.1504,0.0276,3.1907,-0.7583,0.6985,5.5642,-0.1392,0.3196,-0.007,0.2544,-1.1071,-4.1868,0.3302,-0.4428,0.6937,-1.5557,2.0744,-0.8447,0.0493,-3.5924,-4.0788,0.3088,-0.7886,-1.1595,-0.161,-0.1909,0.2565,2.7754
317,-0.4944,-3.1739,-2.2309,-0.1071,-2.1514,0.4027,-3.15,1.5514,-0.1617,4.2969,-2.8962,0.4747,0.6501,-1.3886,0.7613,0.1417,-1.3654,-0.7738,-1.4013,-0.6043,-0.5775,-0.0319,2.0487,-1.4392,-0.0383,3.1341,0.4687,0.6438,0.374,0.3728,0.0822,-1.0931,0.3536,-0.6435,-1.9842,-2.0531,1.4077,-1.0373,-0.2009,-1.7281,-4.3516,-1.5154,-1.2913,-0.426,0.9467,0.2987,-0.4848,0.2672
318,-0.2118,-3.2043,-2.1133,1.5411,1.0626,0.2565,-3.396,2.4346,0.5404,3.8822,-3.1555,0.6221,-0.7968,-1.0272,1.6106,-0.7996,1.7061,-2.2922,-1.4535,-0.6898,-0.1907,0.5756,1.5668,-1.7213,0.4589,0.7016,1.8493,-0.0396,0.0054,-0.357,-1.4569,-1.6272,0.1949,-0.644,-1.7057,-2.2375,3.9248,-1.5248,-0.131,-2.008,-3.983,-1.9877,-1.9446,0.2121,-1.2963,1.1933,-1.7251,0.1722
319,-0.8291,-3.078,-4.7627,-0.3054,5.5138,-0.5564,-1.791,-2.6143,1.0547,3.4669,-3.3422,0.6362,-0.1055,8.782,-1.5489,-0.1421,3.4173,-1.2535,-1.4417,-0.4846,1.9758,0.0249,2.5046,-1.9493,0.4155,-0.4189,0.1993,-0.5495,0.1394,0.249,-0.8644,-8.3582,-0.3933,0.1483,-0.3228,-1.7439,-0.7151,-0.6638,-0.4447,-1.8318,-3.7409,-2.9016,-1.2333,-0.406,-1.032,-0.5524,-1.2469,-0.0193
320,-0.2197,-2.8924,-1.0691,-0.5514,-2.1457,0.3322,-0.242,1.1966,0.2672,3.4884,-2.6273,2.7828,-0.3052,0.7103,1.5708,0.4884,0.5347,-0.104,1.5942,1.0785,0.0199,0.6168,0.7705,-2.4089,0.3041,-0.7026,0.6262,1.3699,0.1317,0.1907,-0.796,-0.3209,-0.0056,1.6578,-2.264,-1.584,2.1816,-1.7537,1.6347,-1.1593,-4.0994,-1.7061,-1.8956,-0.7844,2.9356,1.1913,1.8029,1.1661
321,-0.666,-3.7751,-4.745,-0.2398,-1.0422,0.4703,-2.9768,2.0481,0.0262,4.1806,-2.4199,-0.2657,0.7412,0.546,0.4548,-0.1002,1.8046,-0.6489,-2.2232,1.1579,-0.0159,0.0745,1.3506,-0.7842,0.2585,0.0355,0.2629,-0.1756,0.1847,-0.3966,-0.9198,-3.7453,0.2677,-0.6444,-2.3581,-2.0785,0.0667,3.2244,0.1968,-2.1137,-4.3713,-1.5926,-1.7521,0.1807,-1.472,-0.3849,-0.5338,-0.0923
322,-0.579,-2.7758,-3.2951,-0.4926,-1.2483,-0.0829,-0.4391,2.911,-0.2103,3.9985,-2.7565,3.1437,1.4023,1.2795,-0.8393,-1.6027,4.674,0.0519,-2.59,1.1098,-0.3289,0.1684,1.7744,0.2889,0.2336,0.4695,0.2941,0.3975,0.4074,-0.527,-0.8871,-0.0837,-0.0472,-0.3607,-0.4389,-1.7038,3.5748,1.2194,0.1115,-0.1604,-5.1955,-2.0582,-1.9756,-0.3167,0.6027,3.575,1.3892,-0.6469
323,-0.2216,-4.1021,-1.9292,-0.3746,-1.5674,-0.0534,-1.3836,-2.0606,0.1124,2.4122,-2.8874,-1.7484,0.3039,-0.9873,0.3106,-1.1304,-1.2411,-2.6826,-2.1618,-1.2473,-0.6486,-0.1937,1.6774,-3.0126,-0.1348,3.5062,0.1362,-0.1446,-0.009,-0.0083,-1.3227,-2.8942,-0.1885,-0.219,-2.4613,-1.2887,0.3366,-2.2001,-0.1366,-1.3851,-0.6763,-1.7233,-1.0407,-0.97,-0.9271,0.8735,-1.2058,0.5213
324,0.4204,-3.7882,-3.5506,1.6089,-2.673,-0.5071,-2.1332,-0.5737,-0.0009,3.6645,-2.458,3.5139,0.4261,0.405,0.5628,-0.3602,2.2406,-1.6508,-1.7063,0.4858,0.5208,0.1946,0.6941,-1.4214,0.5031,2.7313,0.1706,0.4173,0.0466,0.1703,-1.3776,-1.9774,0.1201,0.0728,-0.767,-1.5838,0.6151,-2.1418,-0.2321,-0.4647,-4.539,-3.2426,-1.3179,-1.1124,1.324,-2.1555,3.8054,-1.0597
325,-0.1582,-2.8165,-2.8816,-0.4779,-1.7584,0.3347,-1.7312,-1.7582,0.8708,5.9519,-0.4291,1.1069,0.5308,0.232,-0.4439,-0.9769,2.1505,-0.7977,-1.2007,-0.5795,3.867,0.0711,1.9555,-1.0951,0.1705,-0.9876,-0.1093,0.5575,0.2871,-0.2342,-1.3798,-0.6138,0.0367,-0.0685,-1.1807,-1.9532,-0.8975,-1.6349,-0.1719,1.2145,-4.2201,-3.678,-1.4619,-0.9474,0.8627,-0.0464,-0.2843,0.4132
326,-0.8761,-3.5554,-2.2831,-0.1355,-2.326,-0.0772,-2.6745,0.2917,1.1726,-1.02,-2.2003,-0.4777,1.3318,-0.7687,-0.1531,1.5016,-1.0702,-2.1674,-1.5166,-0.1798,1.7475,-0.3832,-1.7526,-3.1352,-0.1039,-1.7154,0.0686,0.2957,0.0596,-0.0922,-1.0754,-1.8393,0.2708,-0.5161,-2.112,-1.9217,2.8853,0.1028,-0.0868,-1.4248,-3.7107,-1.6675,-1.667,-0.0894,0.7799,0.7661,-1.0105,-1.0091
327,0.11,-3.8153,-1.188,-0.2589,-2.7608,-0.5365,-2.0261,3.5002,-0.2278,2.7537,-2.231,3.1388,0.4435,0.1786,-0.1602,-0.0372,0.5142,-0.4623,-2.8396,1.5895,3.2267,-0.3078,2.9879,-1.2483,0.1041,1.5323,0.3923,0.4595,0.338,-0.326,-0.958,-2.0678,-0.0779,2.1215,-0.6297,-2.3576,4.0369,-1.9592,-0.0024,0.4118,-4.357,-2.1009,-1.5406,-0.6836,3.7128,-0.5756,1.2237,0.1431
328,-0.2269,-2.9056,-4.1993,-0.3704,-2.6278,0.1289,-2.5114,4.9143,-0.0988,3.7471,-2.5968,2.5116,0.7716,-0.1316,1.5593,2.1979,2.5978,-1.2957,-1.8514,-0.1973,0.288,0.0389,2.5137,-1.0351,0.1131,-0.6327,0.3212,1.1566,0.1273,0.0123,-1.0524,-1.3583,-0.5168,0.9069,-4.3814,-1.4767,0.3639,1.7857,0.1197,-2.9381,-4.7701,-3.1277,2.4076,-0.6616,2.2019,-0.1565,0.4888,-0.7045
329,-1.29,-3.3905,-2.5443,-0.3265,-1.5398,0.2055,-2.1925,2.3654,0.3528,4.2634,-2.6716,1.0497,0.1527,0.406,-0.4691,-0.9115,0.9294,-3.2083,-1.8385,0.1705,-0.4704,-0.0135,2.4964,-1.0807,0.2304,-0.1362,0.0509,-0.6277,0.096,-0.1678,-0.8903,-1.3859,-0.0371,-0.2438,0.2062,-1.674,3.5637,4.1369,0.1187,-0.9837,-4.921,-1.4465,-1.6306,-0.709,0.4751,-1.149,0.3395,-0.0404
330,4.7453,-3.2301,-1.7751,-0.7934,-2.3232,-0.3307,-0.7115,0.6222,3.173,4.0242,-3.3631,2.4033,0.6223,0.2414,0.151,2.2037,2.3274,-1.0902,-1.7816,0.8827,0.3347,-0.6118,3.0349,-3.2981,0.0328,-1.385,1.1712,0.5471,0.3162,-0.0236,-1.097,-1.1986,-0.1104,0.5478,-0.3482,-1.9031,0.7455,-0.6137,-0.3088,-1.2416,-3.5937,-2.4509,-1.5916,-1.1721,1.7791,0.5648,0.5052,1.4798
331,-1.0766,-2.9634,-3.5204,-0.4078,-0.8302,-1.1494,-2.1164,3.6018,3.2098,1.4697,-2.6688,2.793,3.2481,0.7328,0.5119,-0.6363,2.7612,5.4988,-1.4649,0.8894,-0.2672,-0.0407,2.6942,-1.8259,0.3644,2.5554,0.1361,0.4867,0.34,-0.4152,-1.0059,-1.9789,-0.0477,-0.7325,-1.801,-2.3702,3.7633,-0.3891,0.2411,-2.0443,-1.744,-3.03,-1.7978,-0.9194,0.4361,-0.7351,0.5327,0.6061
332,-0.6253,-2.7559,-1.1601,-0.6952,-2.7802,0.0692,-2.45,-2.5669,-0.133,3.5256,-4.4942,-2.773,2.6828,-1.9605,-0.0573,0.1412,-0.4229,-1.8411,-0.7912,-1.5777,2.2957,-0.4352,-1.1117,-1.6864,-0.5686,-1.8216,-0.0135,0.4302,0.1847,-0.5997,-1.088,-0.2366,0.09,-0.4244,-0.562,-1.5952,-0.3104,-0.9544,-0.161,-1.5603,-2.0975,-1.9076,-1.8177,0.9731,-1.9502,0.8479,-2.322,0.6181
333,-0.8371,-3.625,1.3904,4.4864,-2.2406,0.1397,-1.9249,-0.4815,-0.4063,7.2632,-3.4388,2.0194,1.3999,1.3702,-0.7082,-0.4804,3.679,0.2292,-1.4842,5.6867,1.4755,-0.0505,2.0089,-1.061,0.1898,1.6056,-0.1097,0.4663,-0.0147,0.2572,-1.2986,-1.3515,-0.0981,-0.3337,-1.3559,-1.3461,-0.7914,-1.2512,0.0785,0.9558,-4.0944,-2.1287,-1.3124,-0.9003,1.7063,-1.7915,2.6454,-0.5389
334,0.3648,-3.0631,-1.937,4.0726,-3.0956,0.1923,-1.7457,3.3876,0.4736,7.2464,-1.3118,-1.8295,-0.467,-0.4265,-0.1387,0.1414,-1.5148,-2.2021,-1.3628,0.1317,-0.2877,-0.258,-0.151,-0.8882,-0.0796,0.8893,0.0018,0.7249,-0.017,0.109,-1.4014,-1.9392,-0.2833,-0.5336,-3.364,-0.3829,3.3935,-1.1187,-0.195,-2.5357,-5.8611,-0.7575,-1.4778,-0.8343,-1.4101,-0.6943,-3.0311,-0.6206
335,-0.2261,-3.1531,-2.1512,-0.3644,1.0942,-0.3166,-2.3802,0.6179,-0.9141,3.7184,-2.1633,-1.0306,2.4812,-0.5282,0.2366,-0.5553,-0.7562,-3.9365,-1.763,-0.4259,0.8007,-0.5145,1.7548,-0.4623,0.1026,-0.3508,0.1098,0.5657,-0.1311,0.328,-1.2069,-1.1826,0.6362,-0.2258,-0.625,-1.9612,3.328,-1.1194,-0.7209,-0.4356,-3.1887,-1.3622,-1.79,-0.4645,-1.2618,-1.3161,-1.621,0.2267
336,-0.6641,-2.9608,-0.6644,0.2041,-2.4423,0.1852,0.0347,0.8437,0.4983,1.5649,-1.9231,-1.9354,-0.3933,-0.6059,0.4556,-0.5462,0.4014,-1.122,-1.9419,0.2688,-1.3922,1.2494,2.6332,-3.0671,1.613,0.7852,0.379,-0.1001,0.2497,2.4285,-0.8935,-0.8846,-0.0583,-0.3256,-1.0422,-1.665,2.3045,-1.5315,-0.435,-2.2488,-3.6369,-1.4323,-1.7473,-0.6842,0.0351,-0.3439,0.1315,0.7177
337,1.1914,-3.646,-2.905,-0.1947,-2.6913,-0.3054,-0.418,4.0758,1.0101,3.3102,-3.0833,0.6115,0.6913,3.8622,0.102,-0.5742,2.0557,-0.2847,-2.5008,0.772,0.3112,-0.2221,4.2257,-2.3149,1.0803,2.1214,0.697,0.0537,0.3842,0.0212,-1.2296,-1.6504,-0.5135,0.935,-0.2077,-2.0877,-0.0261,-1.5027,0.0771,-1.6884,-3.3475,-3.2809,-1.591,-0.6551,3.31,0.0549,2.6243,1.0332
338,-0.3583,-2.8922,-4.0149,-0.4507,-0.6821,0.063,-1.6524,2.8747,-0.3011,3.7184,-3.0143,-1.2372,-0.264,0.6561,0.8148,-0.4779,-1.4146,-2.7011,-1.448,-0.2237,-0.0066,-0.3302,2.0252,-0.9217,-0.0643,-0.7243,0.1857,0.4586,0.174,-0.0377,-1.4454,-0.5269,-0.1309,0.0803,-0.6912,-2.9639,3.111,-0.639,-0.1879,-2.6956,-2.2431,-0.9176,-1.2467,-0.2549,0.3844,1.0948,-0.0407,1.2588
339,-0.235,-3.0461,-0.6943,0.3672,-2.2156,0.2922,-1.2701,4.5557,-0.2302,4.226,-2.3144,2.1331,0.1963,-0.4734,-0.8329,0.1782,0.3788,1.4611,-1.7324,-0.7496,-0.8419,-0.1143,3.2495,-0.7193,0.3925,0.9885,0.1432,-0.0888,0.283,0.0725,-1.3615,-1.2151,-0.0289,-0.0711,-0.9216,-2.1431,4.6828,-1.6856,-0.2159,-0.4582,-2.5988,-2.0058,-1.5731,-0.9602,1.1664,0.7736,0.2535,1.8874
340,-0.6947,-2.3004,-1.3716,1.7721,-3.1692,0.1023,-0.9656,1.7702,-0.1624,4.0375,-2.9698,0.126,0.4402,-0.1533,1.0588,-0.2136,4.7497,-1.8811,-1.399,-0.2958,2.4951,-0.2816,-0.3786,-1.832,-0.3658,0.1633,0.1142,0.4628,0.0995,0.0161,-1.1068,-1.9354,-0.1145,-0.3244,-4.666,-1.6124,-0.6818,-1.6433,0.5937,-1.1761,-4.2612,-2.4601,-1.4958,-0.5912,-0.7645,-0.7679,-0.9468,-2.4301
341,-0.5367,-3.033,-0.3306,-0.5824,-2.4442,-0.0001,-1.9757,3.5511,-0.518,2.3016,-1.4844,0.722,2.5734,-1.5574,0.1901,0.1993,0.2934,-2.1349,-2.3935,0.2983,-0.3943,-0.5456,0.1717,-0.8564,0.2092,-0.648,0.1319,0.317,0.8408,0.1922,-1.5509,-1.636,0.2544,-0.5451,-1.5503,-1.7831,2.6498,-1.9594,-0.2582,-0.4014,-0.3517,-2.2347,-1.6568,-0.7955,0.584,-1.3102,1.2475,1.2652
342,0.2077,-2.8678,-2.7902,1.0917,-2.8579,-0.5654,-1.3809,0.4191,-0.4266,2.4068,-2.9331,2.1902,2.9361,1.0758,1.1089,0.4224,2.6505,-1.7921,-1.8458,-0.7868,-0.115,-0.0824,2.7069,-1.1,-0.0128,0.5175,-0.1966,-0.2294,-0.3143,0.9916,-0.9729,-0.1454,0.0216,-0.3534,-0.3199,-2.1963,4.4556,-1.3956,-0.4774,-0.3245,-4.8148,-3.4061,-1.7761,-0.7609,-0.0589,-1.1204,1.7074,-0.6997
343,-0.0601,-3.0914,-2.3979,0.0548,-2.7909,0.1953,-2.1258,3.033,-0.0056,3.5791,-2.5583,2.8681,0.5306,0.8472,-0.143,-0.6263,4.5614,2.0131,-2.5059,-0.0572,-0.3593,0.1804,1.5912,-2.6572,2.1283,-0.1014,0.2786,0.3491,0.3157,0.9444,-0.391,-0.2638,-0.486,-0.0698,-1.0104,-1.6962,4.7928,0.4662,-0.011,0.4414,-6.0573,-2.1836,-1.3409,0.3939,1.0035,-1.2275,1.7201,-0.7984
